text,labels
кривер могу поинтересоваться почему используете яндекс для публикаций и вообще чем удобна эта площадка,0
приору сложно назвать современным автомобилем так что понадобился только адаптер для обд я описал в общих чертах там именно что был планомерный поиск хотя я не диагност ни разу даже скорее наполовину жопорук,0
все кто не любит мою комми парашу либертарианцы у вас там новая грязноштанная методичка лол раньше же все антисоветчики были фашистами затем русофобами затем русофобами фашистами а теперь анкапы,1
сфотать внутри хозяева позволят очень любопытно,0
всё возможно в нашей жизни много интересного и неизведанного сейчас уже не скажешь точно,0
конкуренция снижение налогов поддержка сельского хозяйства,0
что то мне начало поста про дачу определения сильно напомнило видие с юрьичем и юлиным про репрессии не от туда ли отпределение,0
у нас компания обслуживающая домофон никак не связана с управляющей компанией,0
твоя мама сука,1
больше смахивает на тот ауешный бред,1
но ведь когда одевают такой лифчик внешний мир нагревается меньше т е всё таки охлаждается,0
дренаж вентиляция полы с учетом хотелок в виде мансардного этажа в хорошую копейку просятся плюс идея теплоизоляции по периметру знать бы прикуп что все пройдет с положительным успехом и нужным результатом уже бы ковырялся во всем этом,0
продолжение будет мне понравилось так что хотелось бы,0
купил там ноут в рассрочку подождал минут и забрал со склада все хорошо,0
ты мой брат а она твоя сучка,1
не кажется она там выполняет роль защиты кабеля от порезов далее он идёт в металлических лотках а на выходах из лотков одевается в пвх изоляцию до самого светильника,0
посмотрела сопливую мелодраму и влюбилась в главного героя не ну вообще в моем стилеf,0
это паста фанатов из его группы вкудахте,1
ну там жириновский на заднем плане так что весело должно быть,1
при том что это образец постройки ненужной дороги которая изначально была неокупаемой,0
поищи мне поезд в самару и обратно с телефона не гут девятого марта туда пятнадцатого назад,0
я не разбираюсь в этой электрике хуэлектрике но сняв и разобрав такую лампу увидел что на одном светодиоде есть чёрная точка выпаять эту мелкую штучку огромным паяльником достававашимся из поколения в поколение в моей семье не удалось поэтому я его сковырнул отверткой надо ли объяснять что нового светодиода у меня не оказалось никакого поэтому набрав на жало кто придумал такое название для куска металла припой оставил жирную кляксу соединив контакты где до этого располагался светодиод и вуаля вопреки вашим ожиданиям лампа заработала работает вот уже пару месяцев по яркости не отличается от остальных,0
это гифка чувак она не обрывается,1
а селедку уже слопали я так понял d,0
везде такая история что прискорбно делал осаго на сайте страховщика типа e осаго как итог без доп страховок всяких и на 1к дешевле чем в офисе каких то страховщиков,0
забавно наблюдать за стадией отрицания это может быть фейковая новость,0
бактерия тебе этого не понять конечно я же не ист е рик вот здесь поподробнее сахаров а н вещает ты какой то бред написал всё логично фраза была обращена к тебе твои проблемы учись изъясняться определённее я заказал книгу о второй мировой войне на planeta ru ой извини тогда ты не шваль ты просто чернь это при условии что ты действительно заказал маняграфию,1
за рашку не топит на пиздеже его уже ловили,1
ну разве что в очень светлой градации серого но я тогда об этом не подумал а принтеры которые были мне тогда доступны были монохромными хотя признаться начерталка мне давалась легко ибо мать проектировщик всё разъясняла и показывала,0
а у тебя писечка поперек или это только от мамы передаться может,1
алол 11111 чё за нах баусраки,1
хех надо другие проверить а то здесь информации по ипотеке не было,0
а зачем мне нужна квартира от которой были одни убытки если у меня есть где жить тем более она в доме которому уже 50 лет коммуникации старые проводка алюминиевая или может быть мне стоило сдавать ее за сраные 15к в месяц при том что когда я там жил у меня выходило по 7к квартплаты к тому же с каждым годом ее рыночная стоимость снижалась а к тому моменту когда у меня появятся дети и им потребуется жилье примерно 20 лет дому уже будет 70 лет к слову мои изначальные инвестиции к этому моменту будут примерно в 32 раза выше чем та сумма которую я вложил изначально спасибо сложному проценту,0
блядь а ведь похоже,1
в приложении чат не работает только перешёл на yota смс не доходят до пчелайна а со второй симки мудафона норм,0
в том трансгазе где я уже лет 7 работаю сейчас есть только компенсация проезда к месту отдыха процентов 30 точно не помню не ркс если что а года до 2014 тоже была компенсация путевки до 85 работнику и до 40 члену семьи процентовка зависела от газового стажа,0
как по мне салденс какую то хуйню разумеется все это 10из10 по сравнению с массмаркетом начал варить десятки сортов но нету изюминки очень мало из того что запомнилось,0
сдохла тварь да и хуй с ней на её руках кровь русских людей,1
а что кия плохие авто делает меня подкупает цена недежность кожанный руль и пакет подогрева даже в самой доступной комплектации,0
на денежках был ленин потом были миллионы сухой закон уничтожение виноградников самогонный аппарат у каждой семьи дефолт ловушка для голу ей на балконе бейсболка с американским флагом жевачки из березы супра драконы вселенной черепашки мутанты пьяный президент зарплата стульями и замками в 5 лет я купил мешок муки и тащил его на санках до дома сосед помогал заносить т к родители были дома сдача тряпок и книг в обмен на посуду и продукты бананы ножки буша жириновский раздавал водку на вокзале огород посадка картохи и сборы на полях свёкла бахча воровали солому с полей сдавали мяту дикую в аптеку видеомагнитофон первая vhs и первый цветной телевизор радуга с декодером для видака мы делали копии порнухи 10р за фильм пока нас не поймали родители воровали портвейн с базы сдавали металлолом в школе и не только собирали бутылки дискотека на бабинник маяк 232 романтик первый компьютер в школе корвет игра томик и дум электроника с волком и яйцами и многое другое,0
спасибо у меня этот этюд купили еще до начала выставки вот я удивилась и порадовалась,0
не терроризм это просто банда расходимся здесь не на что смотреть,1
если у вас учёный совет не допускал без wos а в других местах допускал это уже значит что требования не совсем единые а зависят от места защиты а остальные единые требования это с какими формальностями проходит процесс защиты по какому госту должны стоять знаки препинания в списках литературы и прочее конечно phd из оксфорда который кстати не phd отличается от какого нибудь uni of crocodile creek ну так и кандидатские из мгу и махачкалы тоже я думаю отличаются кроме собственно формального процесса,0
какая оригинальная шутка,0
то что я оплатила полностью сумму ещё и комиссию заплатила за перевод и непонятно откуда взялся этот рубль,0
должна но как вы себе это представляете в снт мы платим по своим показаниям но на общий счётчик объясню бухгалтер с нашего общего счётчика за всех платит в мосэнерго то есть если у них договоренность на два тарифа тогда да я переплачиваю а если я сама по себе перейду на два тарифа а они всё ещё по одному платят то тогда получится разрыв в деньгах недостача еще такой момент если они уже перешли на два тарифа а мы всё еще платим по 4 р за своё то они нас наёб ют и излишек кладут себе в карман или он уходит за злостных неплательщиков для мосэнерго нет меня как потребителя не существует есть только один потребитель наше снт,0
откуда блядь у студента бабки на сайгу очередная охуевшая истеричка вы там все в этом вузике ебанутые пару коллег такие же аутисты на работе,1
высокодуховная нация хуле,1
свободных что есть свобода,0
последнее время мужики прямо бегут к месту особенно с 20 40 лет я прямо умиляюсь сама никогда не сажусь так проще и никого ни в чем обвинять не придется,0
а мне американские не заходят глядел конечно всякую мякотку во все тяжкие твин пикс но не чувствовал эмоций начал месяц назад смотреть улицу русский сериал и смеюсь и плачу и задумываюсь всё на высшем уровне игра актёров хорошая веришь героям саундрек отличный хиты 2016 2017 года уже уплетаю 28 серию и вам советую годнота которую вы пропустили из за предрассудков что вам конечно же навязал плохойкомедиант а ну а ещё там толик полено играет да,0
у меня один флисовый второй резиночка а третий бракованый с мохнатыми ногами ушами и кокошками о о,1
у нас 8 трактор 8 серии jd и fendt джоники у нас прицепы с картофелем таскают,0
анус свой потри не неси свою хуйню с цензурой на двачи пиздуй в паблики,1
давайте переоденем эти тупые шмотки,1
своей культуры культура российской империи культура росийских немцев имперцы такие же же немцедрочеры по сути что ещё более забавно,1
орнул с этих чумазых клоунов моя команда пикрл просто растопчет этих дурачков,1
хуле они столько жрут и срут там ведь всего 8 километров пройти надо с учётом что там все же снег то часов 8 дорога займёт плюс чуть меньше на спуск альпинисты профессионалы поднимаются в день не более чем на километр потому что более скоростной подъём для человека может стать фатальным от безумного перепада атмосферного давления и горной болезни,0
я так всегда делаю попрактиковаться надо чтобы не насквозь прокалывать и ёлка автоматически получается с двух сторон я вообще не при помощи киянки пробиваю а прокалываю усилием руки мне так удобнее,0
чтобы астану назвали нурсултаном а если недоволен что у пахомии так много земель ну кто же виноват что ареал обитания твоих дидов это кыргызкая степь и посмотри чьих дидов погибло в wow больше всего и это будут хохлы русня и белорусы а казахов около процента так что пиздуй в свой нурсулстан и невыебывайся чмонька,1
оставшимся процентом видимо,0
можете завтра начинать злорадствовать летим домой в новосибирск а там все серое и 7,1
но люди просто хотят пить и цена их очевидно устраивает мало альтернатив это и есть власть корпораций олигархия и монополии рыночек не может сам бороться с монополиями что доказала история сша с её трестами и тем моментом когда металлурги даже президента на хуе крутили рынок должен быть жестко ограничен а лучше вообще рынка быть не должно и экономика обязана быть плановой так чтобы на каждого гражданина было распределено равное количество необходимых вещей а что действительно необходимо гражданину государству видней,0
частный дом не знаю сколько у вас кухня но комната получится в 6м,0
не урод нытик девственник который называет себя хикканом не передёргивай на какие нибудь дневники хача тут не агрятся,1
для него приготовлен отдельный круг а аду,1
если делать и кружку самому то хвост оригинально бы смотрелся в качестве ручки,0
на последнем нет следов от колес т е заезжал задом перед машиной виден снегоуборщик т е возможно водитель заехал чтобы пропустить уборщика остается непонятно почему нет водителя на месте возможно он сам сделал фото для прикола известности срача на пикабу,0
огромный потенциал вот да боюсь видос показывает лишь потенциал сомневаюсь что снапдрагон справится с реал тайм распознаванием чтобы вот так вот рисовать все везде и будет всего лишь какой нибудь 3d тамагочи,0
культ карго не понимают как работает но молятся машинам,0
цикл что бы удалялся одна запись за n секунд а не все сразу,1
нужна всего одна характеристика цена товара,0
и те и те долбоёбы а из за неуклюжей драмы в одессе долбоёбы типа жигорки подбили на убийство и смерть тысячи васек вот с таких чмонек наибольший спрос то всратое убожество в полтора часа на канале до сих пор весит даже пынятв себе такой толстоты не позволяет,1
siavol так и медстраховки ещё хорошей нет как они там жили наверное паспорта отобрали взамен что то дали и заставили трудиться,0
ну это значит что у нас материалы говно технологии говно и вообще в цемент насрали и мост рухнет через месяц очевидно же,0
ты сначала свой колбасопарашный загон выпизди скотоублюдина,1
стыд ебаный кстати я заметил что американцы очень любят совать русских и русский язык в разные фильмы последнее время почему так,1
тоже такие подозрения были но нет до оргазма доводил в последние разы хотя с трудом получалось раньше проще было намного а сейчас даже возбудиться не может почти говорит мысли о другом совсем не может расслабиться бытовуха и работа угнетает просто надо говорить на эту тему не обижаться и попытаться понять друг друга,0
пиздеж все это реальный уровень у пыни не более 10 я вообще доверяю не очень вциому всяким росстатам в любой очереди в пятёрочке или у подъезда достовернее сведения кроют пыню хуями не замечают роста зарплат и не живут больше 65,0
у вас тут посетителя в реале забанили почините обратно,1
клопы дохнут вместе с яйцами а на клопих действует,1
минусаторы сосите хуй,1
написанно же объем 5 литров,0
а говорят что снаряд дважды в одну воронку не попадает,0
а такой электронный анонимный чек как посмотреть на битки можно купить хостинг или там ключи на винду тут разницы с деньгами не много но вот если ты хочешь покупать что то за фиатные деньги хлебушка например то это похоже даже не на чек а на кусок золота который тебе ещё надо суметь продать,0
ты пиздабол стас не работал никогда ни с каким диктором это на 100 проц другой человек ебаклак,1
например у меня парадная вполне чистая но ни цветов ни дорожек ни ротанговых кресел что за дела,0
обещала знакомой скинуть видео вконтакт теперь придется зайти нуу нет,0
он просто знает что для того чтобы что то утверждать одного эксперимента недостаточно нужно провести несколько,0
получи ты тупой индиец,1
турецкие и арабские хуесосы в 90 е все таки создали тут какую никакую ячейку радикалов взять тот же азатлык благо большинство тут не настолько тупое быдло чтобы ратовать за шариат и прочую средневековую дичь и все это состоит дай бог из пары сотен отбитых а то что какой то умник решил присоединится к тренду по вытягиванию извинений стыдно уже вполне секуляризованному народу ударятся в эту средневековую дичь мимо татарин,1
при использовании торрентов количество сидеров и пиров действительно влияет на закачку файла естественно но вывод сделан исходя из раздач где спокойно собирается по 50 100 сидов и при этом скорость все равно не соответствовала заявленной зато у ростелекома почему то с этим проблем нет если сложность сохраняется даже при наличии достаточного количества раздающих мы рекомендуем обращаться в клиентскую поддержку для проведения диагностики а я звонил мне ответили что то вроде вот вы только что увидели что на speedtest все нормально за все остальное мы ответственности не несем надеемся что в будущем у нас появится шанс улучшить мнение о компании к лучшему значит надо быть лояльнее к клиентам особенно тем кто пользуется вашими услугами например лет 5 и был верен вашей компании все это время а не посылать их со словами вам не нравится стоимость тарифа обращайтесь к директору ну и научите ваших агентов не лгать и не давать пустые обещания а то мне как то звонил один товарищ когда я ему сказал что мне нужна скорость хотя бы 150 200мбит мне ответили вот вы знаете по вашему адресу сейчас мы ее предоставить не можем но уже через пару месяцев мы планируем модернизацию оборудования давайте вы к нам сейчас подключитесь а потом мы вам сделаем нормальную скорость естественно что через это время когда я спрашивал техническую возможность мне ответили в данный момент максимум 100 мбит сек,0
после концерта музыкальные инструменты идут в суп а музыканты разбредаются по своим палатам,0
да ты убийца мерзавец,1
это в каких развитых странах,0
но ведь хранитель луны это он,0
грузинские армяне это очень сильная магия,0
мое отношение к сложным углеводам крайне положительное весьма важный макронутриент и источник сил исключать совсем это сушка не очень полезная вещь с точки зрения здоровья сделаю отдельным постом,0
да мультиков в нажем детстве было мало летом мама звала меня с улицы в 20 45 чтобы я посмотрел мультики в спокойной ночи малыши а потом я опять выходил гулять,0
маразм крепчал,0
новость есть в разных сми но все ссылаются на телеграм базы которую уже ловили на фейках,0
что сложного в том чтобы сделать гипсовый слепок лепнины и отлить нормальной формы,0
все средства безопасности обязаны быть в базовой комплектации то что боинг искушает покупателей меньшей ценой это именно вина боинга,0
сэр поскольку вы сами обнаружили эти скрытые обстоятельства ff_ru,0
проблема в том что они не будут показывать рекламу которую никто не смотрит значит будут вставлять ее в процессе показа,0
полагаю нынче их больше чем раньше по указанной выше причине,0
ошибка в слове убивайся,0
блин у меня нет чистых полосатых ненужных носков,0
внимание анекдот приехал путин в тыву залез на гору жарко решил позагорать снял одежды прилег в шезлонг мимо шел бродячий енот видит у путина яичко из плавок вылезло начал лизать путин не снимая темных очков владимир рудольфович ну это уж слишком,1
нет нет нет ну реально только не это я правда не хочу,0
русачки были пушечным мясом империи,1
пойду делать дела а то времени все меньше и меньше,0
жаль слышать реалии оказались не по зубам мужчине быдло и жиды неистребимы к сожалению не исправимы,1
rt basilla_the1st proxolod ponny1 статья так называется ну а по смыслу статьи скурвилась маня,0
алсо двачую за политику ужесточения наберите моар модеров в тред и сметите весь этот мусор с их кирюхами заводами чумоходами и прочей не имеющей к треду отношения поеботой в 2д пусть там в жопы долбятся,1
ну да ну да год другой значит всё не считается как и все международные договора когда они становятся невыгодными для соблюдения мы же заключали их с другим президентом в другое время и обстоятельства были иными,0
хочешь немного шоколадного свинца сука,1
вода обычно покупная бутылированая по 10 литров уролог говорит это питание и мало жыдкости,0
китай содержат страны первого мира в первую очередь сша сначала перевозят в китай заводы затем учат китайцев на них работать и в итоге покупают результаты их труда,0
это нынче модная тема встречал парочку отечественных производителей цена в районе 30р за полтораху судя по списку полезностей лечит от рака спида старости помогает устроиться на работу и найти девушку но это не точно,0
ну не первого попавшегося а первого в списке по этому запросу разница ощутима и не важно насколько популярен сайт обслуживание должно быть нормальным а не вот это вот всё разводилово больше всего гнетёт то что это остаётся безнаказанным а картинка забавная хоть и не к месту,0
уберите свиногитлера отсюда егор обыкновенный левак якобинец,1
няшная тян кун всратый и слабохарактерный мудак пиздить тян и сливать фотки может только самая забыченная и пресмыкающаяся чмоха все кто с ним согласен вы тупа мерзкие животные,1
о кстати после прочтения вопрос появился к тс а с продаж был у продавцов,0
ага вон там рядом с толстой девочкой большеносым карликом и чуваком с чёлкой на лице,1
как же хочется спать 4 дня как не знаю кто,0
каждый умеет водить не думаю получить права может каждый а вот нормально водить не каждый в этом то и проблема вот если бы хорошие и аккуратные водители получали бонусы за это самое аккуратное и правильное вождение то подобных случаев было бы меньше как я думаю наверное,0
значит ты тут подскочил как петух на жердочке вскукарекнул когда попросили пруф слился и даже не извинился мне кажется или в этой ситуации кто то себя слегка неправильно ведет,1
с их точки зрения это не реклама но мы то знаем,0
самые большие запасы нефти в стране,0
добавь к слову алкоголь видеоигры и сериалы это моя история,0
рассказывай в чем лицемерие,1
сириусли ну мразь ебаная в край уже охуела и хули вы там сидите пердите надо этой шкуре показать шо ее место под шконкой мразь охуевшая а по ебасосине ее тупорылой не задонатить пиздец как она меня бесит,1
да пожалуйста самолет действительно восхитительно красивый но слишком опередил свое время чтобы иметь хоть какие то шансы на реальное массовое производство,0
ну дорога там только на одном фото в остальном это тротуар типа из бетона что с ним будет то а так в той же болгарии асфальт меняют раз в 10 лет если меняют вообщем не показатель,0
просить повседневную вещь на праздник глупость несусветная носки 2 стоят такие вещи в магазине просто кидаются в корзину и занимают 1 секунду раздумий,0
я вот тоже подумал о деньгах теперь всё своё ношу с собой а видео пока приберегу для нужного момента,0
продвижение не является синонимом маркетинга да и блокчейн можно цепочкой обозвать но гренка не может стоить что долларов,0
якутки те ещё шлюхи 100 сама пришла ебаться,1
была была их где только не было мне кажется в каждом сериале про медиков была такая серия,0
koolina_100 masha_1_0_0 oleg_ilchenko creative_link это то что осталось от конячки,0
прислать в почтовый ящик жесть конечно а мне ее предложили оформить в один из походов в сбер и я согласился не жалею за пять лет столько раз выручала непредвиденные расходы оплачивал до зарплаты дотянуть также за счет кредитки телек и диван покупал в льготный период гасил задолженость а вот на работе была коллега она в какойто период сняла все деньги с кредитки и потом матерясь два года пока работала у нас выплачивала накопившуюся задолжность я так понял она имела даже две пустые кредитки когда устроилась,0
нет тут как раз случай когда цена ровно та что должна быть а не наебалово,0
блять вот хохлы везде россию приплетают а вот кремлеботы везде хохлов пытаются приплести,1
тут был видос и новость как в каком то из штатов чувак пристрелил толкнувшего его агрессивного быдлана на парковке у молла безоружного и ему ничего за это не было такие законы в том штате можно пристрелить даже замахнувшееся на тебя быдло,1
пьяного могила исправит,0
а не будет ли потом постоянная нагрузка на столбы их потихоньку стягивать особенно на углу,0
вы ошиблись к архитектуре никакого отношения не имею какие то ограничения есть по размерам и наверняка даже меньше метра свои слова прошу считать ошибкой но ограничения по ширине точно есть,0
ты хотел сказать пидоры,1
рак ебучий как же ты заебал сука сдохни блядь и перестань таскать на фигурч залетух 1,1
хэллоуин 2018 года ведь шлак полный и оценка у него 5 8,1
а вот такие офигенские штуки как пакман из поста наверное в единичных экземплярах существуют и стоят соответственно,0
бля жиза точно такая же хуйня была бомбануло знатно тогда,1
если не доказано что нарочно сбил не с целью причинить страдания то всё норм,0
расиянская ментовня похоже бьется за звание самой позорной во всем мире,1
все тот же муром обратите внимание сколько женщин с голыми ногами т е они пользуются услугой по депиляции а это недешевая процедура в том же муроме стоит под 2 тысячи рублей,0
если модеры смогу еще и украину сами запилить главразрабам вообще можно будет просто включить этот мод в официальный dlc не париться,1
согласна у нас в семье все подарки оговариваются как правило но если факт уже свершился,0
20мл жидкости раз в месяц можно проносить из россии в эстонию,0
тс а пятую фотку ты до войны снял а теперь оцифровал и выложил когда заводы еще не так пыхтели ты где такой снег то нашел,1
прикольный чувак имхо флешмоб с проститутками доставил,1
мы с мужем тоже не очень поняли когда въехали в эту квартиру ремонт в процессе,0
мне бы понравилось жить со шлюхой,1
я с 92го если б у меня были на данный момент дети и они б начали вякать мол свободные 90е я б уехала с ними в максимально глухую деревню без интернета и телефонов зато с кучей алкашей и безработных на улицах и заставила б прожить на 500рублей 3 месяца мне то привычно у меня в таком духе детство прошло а для них пример детства в свободной россии свободное выживание,0
а мамка её двощи читает мамка джамили когда уже вы вашу дочь воспитаете и да она уже так остопиздела на канале потому что ваша дочь уже там из всех щелей лезет лучше работу ей найдите с которой она не вылетит и пусть снимается в умеренном количестве но лично у меня к вашей доце после того что она выкинула и как она себя ведёт море негатива и бомбежа,1
я пишу про пиздец в своей стране обращаю внимание на болезнь как доктор что там у хохлов итальянцев пиндосов мне похуй от них мне интересно только хорошее как образец к чему стремиться,1
да и веселее с чучелом чем без него,1
кротчайшее краткость сестра таланта а не кроткость,0
скорее наоборот либеральные пидорашки 5 дней ищут ищут лахту не могут ничего найти и закономерно дрищут в штаны уже почти неделю,1
арзамас проект радио на самые разные главным образом гуманитарные научные темы история культуры просто история культурные исследования и т д альфа центавра космос ракеты и все такое большинство переводы что жаль гео ну не знаю вроде интересно чувак рассказывает но уж больно это шоуобразно кому то зайдет про сайнсвидеолаб и сайуан тут уже говорили есть еще большая наука нейробиолог илья мартынов курилка гутенберга наукапро дальше лень а да еще разведопросы от гоблина само собой,0
если серьезно то не так уж все и плохо в этом треке с атакой и тембром все отлично нужно над акцентами поработать стаккато маркато легато и вот это вот все ну и звук р еще нежней если евген каждую песню позадрачивает по дня три с акцентологом то критикам нечего будет вякнуть но тут к сожалению мешает его самоуверенность в общем если будет петь какую то одну и туже программу то сам подтянет себя через полгодика а если будет менять репертуар как перчатки то и останется крепким любителем среднячком,0
