text,Positivity,Type,translated_text
не предвидих само че ще имаме явен победител разбира се в лицето на годзила,0,0,"I didn't just predict that we'd have a clear winner, of course, in the face of Gojila."
аххх тез цигари навремето като ми казваха спри ги откажи ги аз  неее глупости никакво отказване пуша нормално рядко прекалявам но пък съм редовна от няколко години пак ми викат околните защо не ги откажеш а аз им отговарям  един порок си имам и него ако го оставя какъв грешник ще съм тогава поне едно нещо да си имам и аз и те веднага и него да ми отнемат и дума да не става,0,0,"Ahh, these cigarettes back in the day when they were telling me stop them I don't give up any shit I smoke normally I rarely smoke too much but I've been a regular for a few years again why don't you give them up and I answer them a vice and I have him if I leave him what a sinner I'll be then at least one thing to have and they'll immediately take him away from me and I won't get up."
 не се хаби напразно,0,0,Don't waste your breath.
има ли някаква тънкост,0,0,Is there any subtlety?
в софия ходихме и на нефролог и всичко с пикочният мехур беше ок месец след операцията,0,0,"In Sofia, we went to a nephrologist and everything with the bladder was okay a month after surgery."
ооох благодаря че ме успокоихте,0,0,"Oh, thank you for calming me down."
дъщеря на барон тя беше прислужница на майката на джордж електричката софия от хановер,0,0,Baron's daughter she was the maid of George's mother the electric Sophia of Hanover
образът на дин джарин създаден от джон фаро е вдъхновен от спагети уестърните на серджо леоне с клинт истууд а в ролята влиза педро паскал,0,0,The image of a din Jarin created by John Faro is inspired by the spaghetti westerns of Sergio Leone with Clint Eastwood and a pedro pascal enters the role
но не знаем колко са се бавили на последната част и колко е помогнала тина с отвинтването,0,0,But we don't know how long they've been at the last part and how much it helped the tin with the screw-up.
на единия му е мн,0,0,One of them has a lot to do with it.
честито на вас и кака мони,0,0,Congratulations to you and your sister moni
наскоро файзър и модерна публикуваха и данните от   месечните наблюдения и тук вече има повече данни за ефикасност срещу тежко протичане и тя е над    и въпреки че и тези извадки не са достатъчно големи вероятно е по близо до това което по нататък ще установим от реалното приложение,0,0,"recently a firefighter and modern published data from the monthly observations, and there is already more evidence of efficacy against a severe course and it is over and although these samples are not large enough is probably closer to what we will find from the actual application"
позовавайки се на  непримирими различия,0,0,citing irreconcilable Differences
и аз съм за последната рокля на soft,0,0,And I'm for the last dress of soft
заместител на балджа и селин ли видях,0,0,Did I see a substitute for balja and seline?
особено в българия си е направо смаш хит,0,0,especially in Bulgaria is a smash hit
едната манджа с грозде другата си счупи врат да гледа какво правят другите,0,0,One meal with grapes the other broke his neck to watch what others do
и двете чисто нови,0,0,Both brand new.
малко се оскъпява но пак е по добре от    лв а и чесно казано нямам опит с пазаруване от другите сайтове където се иска плащането да е с карта и затова се спрях на този вариант,0,0,"It gets a little expensive, but it's still better than BGN and, frankly, I have no experience with shopping from other sites where payment is required to be carded, so I decided on this option."
има и палати разбира се но не защото няма мито или акциз,0,0,"There are palaces, of course, but not because there is no duty or excise duty."
и след това следващите    часа отказа да пишка,0,0,And then the next few hours he refused to pee.
пожелавам ти хубав резултат,0,0,I wish you a good result.
спазват се срокове и възложителя не го интересува чия е грешката,0,0,Time limits are respected and the contracting authority does not care whose fault it is
тези десени допускат само дюс или рае и то не супер натрапчиво,0,0,"These patterns only allow a nozzle or a stripe, and it is not super intrusive."
а ако бях холивудски продуцент щях да го наема да пише диалозите в епик сцени,0,0,"And if I were a Hollywood producer, I'd hire him to write dialogues in an epic scene."
контактите ни са ограничени доколкото позволява работата ни но все пак ежедневно се срещаме с много и различни хора,0,0,"Our contacts are limited as far as our work allows, but we still meet many different people on a daily basis."
защо да го ползвам,0,0,Why would I use it?
varna mladost com file uvedomlenia,0,0,varna mladost com file uvedomlenia
той дори не е лекар,0,0,He's not even a doctor.
ти не та не,0,0,You didn't.
всеки зърнест хайвер става за разбиване иначе правила съм освен от шаран сом каракудите и от пъстърва мъничък е но пък трябват   лъжици,0,0,Every caviar is good for smashing otherwise I'm made of carp catfish and trout is tiny but you need spoons
за децата всичко е от ясно по ясно,0,0,for the children everything is clear
добре е да уточним и какво имаме предвид под криви стени  неравни или ъглите не са прави а остри и тъпи,0,0,It is good to specify what we mean by curved walls uneven or the angles are not straight but sharp and dull
а от кое за запечатване на грима сте доволни,0,0,and what to seal the makeup you're satisfied with
ни се люшкаме на ръце иначе не заспива но и не знае къде се намира върви и пада блъска се по мебелите реве тръшка се абе не вижда пред носа си но не ляга на леглото,0,0,We're swinging on our hands or he won't sleep but he doesn't know where he's going and he's crashing on the furniture and he can't see in front of his nose but he won't lie on the bed.
да е лихвата и да е внесена главницата месеца се води като неосигурен,0,0,interest and principal month paid shall be held as insecure
първата ендокриноложка ми даде само глюкофаж и диета,0,0,The first endocrinologist only gave me a glucocorticoid and diet.
каква е логиката ако си способен и по добре справящ се да не те повишат или да не ти предложат някаква форма на развитие,0,0,What's the logic if you're capable and better able not to get promoted or offer you some form of development?
дойдоха тези чехли но ми се искаше да са половин размер по големи,0,0,"These slippers came, but I wish they were half the size."
словата му оказаха се прави,0,0,His words proved to be true.
грабете с пълни шепи защото времето лети,0,0,♪ Grab with a handful ♪ ♪ 'Cause time flies ♪
за моята коса малко под раменете смятам че ще е добре,0,0,for my hair a little below the shoulders I think it'll be good
първия месец това ще са свежите плодове и зеленчуци,0,0,the first month this will be fresh fruits and vegetables
днес сме пак при личната ще искам снимка,0,0,I'm gonna need a picture again today.
ицо обаче откакто го направиха доктор хонорис кауза в пловдив има заслугата за обогатяване на академичния език и интеграцията му във футбола със запомнящите се изрази алма ти матерна и хонорил съм ти каузата,0,0,"However, since it was made Doctor Honoris cause in Plovdiv there has been credit for enriching the academic language and its integration in football with the memorable expressions of your alma mater and Honoril I have been your cause"
то и борисов присъстваше на официални брифинги на нощ но какви ги плещеше тогава,0,0,"Borisov attended official briefings at night, but what was he talking about then?"
така че те са част от семейството и няма как да не са вкъщи,0,0,"So they're part of the family, and they can't be home."
за мен ръководството на училището е ключово,0,0,"For me, school management is key."
не знам ама на мен ако мъжът ми ми каже че не иска орална толко бързо ще ми стане бивш че ще се чуди бил ли е женен изобщо някога joy ако съпругата е там за да гледа децата и да готви вечерята а любовницата за да мачка чаршафите и да се хвали пред приятелите май предпочитам да съм любовница joy това малко в рамките на шегата ама някои мъже наистина ме изумяват с мисленето си,0,0,"I don't know, but if my husband tells me he doesn't want an oral so fast he'll be my ex, he'll wonder if he's ever been married Joy if the wife is there to babysit the kids and cook dinner and the mistress to smash the sheets and brag to my friends I'd rather be lover Joy this a little under the joke but some men really amaze me with their thinking"
на   май родих своите еднояйчни близначета чрез секцио по щарк,0,0,"In May, I gave birth to my identical twins through a c-section in a quartet."
витамин б   вече го изследвах сега ми назначиха тези които изброих,0,0,I've already tested it. I've just been assigned the ones I've listed.
ей животно за какво си купил а хляб нали ми обеща шоколад животно такова,1,2,"Hey, what'd you buy and bread for, you promised me a chocolate animal?"
точно ти която не излиза от темата би трябвало да го знае,0,0,You of all people who don't get off the subject should know that.
еееей златни сте,0,0,"Hey, you're golden."
аспиринът е слабо лекарство и вместо да чакате и да се надявате  идете на лекар,0,0,Aspirin is a weak medicine and instead of waiting and hoping to see a doctor
а около шумен някой да е бул наскоро,0,0,♪ And around a noisy ♪ ♪ Someone's been ♪ ♪ Bul lately ♪
преди много години четох едно интервю за първия биг брадър където от екипа обясняваха как могат да накарат участниците в къщата да правят секс обаче всичко което изредиха бяха само предпоставки и условия това да се случи,0,0,"Many years ago I read an interview about the first big brother where the team explained how they could make the participants in the house have sex, but everything they ordered were just prerequisites and conditions for this to happen."
купих си първия том уж само да сравня дали е по интересен от филма,0,0,"I bought the first volume, supposedly just to compare it to the movie."
здравейте аз съм самотна майка на   деца момче на  г и момиченце на,0,0,"Hello, I'm a single mother of children's boy d and a girl's"
това ако е любов е доста извратено,0,0,"If it's love, it's pretty sick."
ако жената не се чувства добре в собственото си тяло трябва да е нейно решението да направи нещо,0,0,"If a woman doesn't feel well in her own body, it should be her decision to do something."
добро утро в април,0,0,Good morning in April
злоба е когато видиш пълен човек да го наречеш мързелив и без самоконтрол защото си напълно убеден че нищо друго не стои зад наднорменото му тегло,0,0,spite is when you see a full man calling him lazy and without self-control because you are completely convinced that nothing else is behind his excess weight.
човек с красиво сърце стигнахме до края на проекта с надеждата да се видим в други,0,0,A man with a beautiful heart came to the end of the project in the hopes of seeing each other in others
в темата сте описали какво да опитаме при вагинален секс и наистина болката почти изчезва при прибиране на краката за което благодаря,0,0,In the topic you have described what to try in vaginal sex and really pain almost disappears when your feet are retracted for which thank you
кателиевапредседател на нарсмпhttps www,0,0,narsmphttps www.bg
уж търси майка си а я изхвърли от конака като парцал,0,0,He said he was looking for his mother and threw her out of the horse like a rag.
и другите другарки тоже,0,0,"And the other comrades, too."
за астма на този етап не може да се говори,0,0,There's no talking about asthma at this point.
значи обичате да пътешествате без да го споделяте в социалните мрежи,0,0,So you like to travel without sharing it on social media.
антибиотик за   дни кс преднизолон за    дни с намаляване на дозата аспирин протект за месец есенциале форте пробиотик кандизол фамотидин  х  допълнително лекарство за повишената от кс кръвна захар,0,0,"antibiotic for days x prednisolone for days with a reduction in the dose of aspirin, essentiale forte probiotic candizole famotidine x supplemental drug for elevated x blood glucose"
даже секс не сте правили,0,0,You haven't even had sex.
за поддръжка не мога да кажа все още тъй като е от няколко месеца,0,0,I can't say for maintenance yet because it's been a few months.
и двамата ми братя са в сериозни връзки и с любовници,0,0,Both my brothers are in serious relationships and with lovers.
ужас аз си мислех че аз съм зле с мъжа ми дето няма желание от три седмици,0,0,Terrible. I thought I was bad with my husband who hasn't wanted to for three weeks.
включени са среден клас материали мебели и ел,0,0,includes medium class materials furniture and elle
придържането към миналото никога не помага,0,0,Sticking to the Past Never Helps
както се казва квот такова,0,0,"As they say, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh..."
което на практика е нереално защото рядко някой е хоспитализиран толкова рано,0,0,Which is practically unreal because rarely someone is hospitalized so early.
късмет и попътен вятър,0,0,Good luck and a good wind
реслър е пълен идиот,1,2,Resler's a complete idiot.
усещах абсолютно всяко докосване и подръпване но никаква болка,0,0,I felt absolutely every touch and tingle but no pain.
на еврейски бензин ли ти върви колата,2,4,Is it Jewish gasoline that's good for your car?
реваксинация се налага срещу дифтерия тетанус на възрастните,0,0,re-vaccination is required against hepatic tetanus of adults
после се оказа че имало хапчета за отслабване пушене и незнам още какво,0,0,"Then it turns out there were diet pills smoking, and I don't know what else."
никога при никакви обстоятелства не взимам отношение както в лични конфликти така и на работата,0,0,"I never, under any circumstances, deal with personal conflicts as well as work."
по принцип в турските сериали рано или късно жените най вече изглупяват,0,0,in general in Turkish series sooner or later women are mostly stupid
добре сбъркала съм,0,0,"Well, I was wrong."
не знам кой ще свали от трона фюсун но най справедливо ще е да е азра,0,0,"I don't know who's gonna take down the Fusun throne, but it's only fair that it's an azra."
айвазияна търговията отиваше твърде зле според думите му но той имаше надежда да разпродаде повечко „рядкости“ в последните два месеца септември и октомври когато след летния сезон позаможните американци ще посетят изложението,0,0,Ayvasiana trade was going too badly in his words but he was hoping to sell out more rarities in the last two months of September and October when after the summer season the wealthy Americans would visit the exhibition
идеята да прости да разбере как се живее в общността на санджар да види мотивите за неговите постъпки напр,0,0,the idea of forgiving how to live in the Sanjar community to see the reasons for his actions e.g.
разбирам че това е доста дълъг отзив но когато човек плаща такава сума за нещо което смята да използва дълго време трябва да има достатъчно информация,0,0,"I understand that this is a very long review, but when a person pays that kind of amount for something he plans to use for a long time, there should be enough information."
съгласна съм с птица,0,0,I agree with a bird.
малеее тази каква медуза се оказа като се обърна,1,2,"Boy, that jellyfish turned out to be when I turned around."
скоро секцията с награди отново ще е видима,0,0,Soon the prize section will be visible again.
всеки може да каже всичко,0,0,Anyone can say anything.
възстановява и препрограмира дроида айджи което ще се окаже от съдбоносно значение за оцеляването на мандо и детето на наваро,0,0,restore and reprogram the iji droid which will be of crucial importance to the survival of mandeaux and navarro's child
класните ръководители ли трябва да съобщят резултатите точките на всяко дете по отделно или на целия клас,0,0,Do the class managers have to communicate the results to each child separately or to the entire class
след като    години опростачаваха и чалгализираха нацията се е превърнала в негова втора природа,0,0,After years of absolving and chalgalizing the nation has become its second nature
аз като цяло си съхранявам всякаква полезна информация в гугъл драйв така имам достъп от различни устройства,0,0,I generally store any useful information on Google Drive so I have access from different devices
tданъчна основа за облагане с ддфл р,0,0,The tax base for ddfl
чистката е масова не само невинните местни намират смъртта си но и        имперски войници сред които и бойните другари на мигс,0,0,The purge is mass not only the innocent natives find their death but also the Imperial soldiers amongst which the warrior comrades of an instant
ама толкова емоции като при първа любов чета,0,0,♪ But so many emotions ♪ ♪ Like when I first love ♪ ♪ I read ♪
за мен това е напълно нормално за масата ергени да харчат за хобита спорт туризъм да имат хубав алкохол вкъщи и у дома им да не е съвсем по конец,0,0,"For me, it's perfectly normal for bachelors to spend on hobbies sports tourism to have good alcohol at home and not quite flossed at home"
ако властта се смени и гешефтара бъде разкаран със законови мерки възможността борисов на дърти години да бъде натикан в пандиза за беззаконията които е вършил по време на неговото управление става все по вероятна,0,0,"If the power is changed and the geshtara is legalized, the possibility of Borisov being put in jail for the iniquities he has committed during his reign becomes more and more likely."
малко не ми харесва послевкуса й но пак бих купила,0,0,"I kind of don't like her aftertaste, but I'd still buy"
то не че аз не съм с проблем ама не се филмирай,0,0,"It's not like I don't have a problem, but don't make a movie."
мартин димитров е икономист активен законодател един от основателите на групата за натиск,0,0,Martin Dimitrov is an economist active legislator one of the founders of the pressure group
аз се смея на това брака им щеше да трае да кажем и той пак щеше да умре даже и по скоротечно,0,0,I laugh at that their marriage would last to say and he would still die even more recently
и нямам проблеми или дискомфорт,0,0,And I don't have any problems or discomfort.
аз се оперирах в белгия тук не се съобразяват с цикъла,0,0,I've had surgery in Belgium here. They don't follow the cycle.
сещам се за още много но няма да ми стигне и цял ден да дрънкам,0,0,"I can think of a lot more, but I won't be able to talk all day."
когато аз съм ходила на преглед включва палпация опипване и ехография мамография,0,0,when I've gone to the examination involves palpation groping and ultrasound mammography
не знам дали има хора тук които да не са наясно че мъжът предлага секс а жената се съгласява или не за да се налагат такива напомняния,0,0,I don't know if there are people here who don't know that a man offers sex and a woman agrees or not to impose such reminders.
то е точно след йегерхоф зад спирката посока вътрешността на тракия,0,0,It's right after the Jaegerhoff behind the stop heading inside the Thrace
така ме карате да вярвам в чудеса,0,0,That's how you make me believe in miracles.
ако се усетят предполагам ще спрат играта,0,0,"If they do, I guess they'll stop the game."
здраве да е как са момичетата със скорошните плюсчета,0,0,Health to be how are the girls with the recent pros
се подреждат в низходящ ред по средноаритметичната оценка от оценките по учебните предмети изучавани в vii клас в раздел а на учебния план български език и литература чужд език математика история и цивилизация география и икономика биология и здравно образование физика и астрономия и химия и опазване на околната среда от свидетелството за завършено основно образование превърнати по скала в точки в съответствие с дос за оценяването на резултатите от обучението на учениците,0,0,are ranked in descending order by arithmetical evaluation of the assessments of the study subjects studied in vii class in section of the curriculum Bulgarian language and literature foreign language mathematics history and civilization geography and economics biology and health education physics and astronomy and chemistry and environmental protection from the certificate of completed primary education turned into points in accordance with the dos for assessing the results of the students' training
орлин е ужасен като казва английски думи и имена с акцент,0,0,Orlin is terrified when he says English words and names with an accent.
това е щото не съм проучила сигурно,0,0,That's because I haven't studied for sure.
темата е изключително многопластова,0,0,The theme is extremely multilayered
моите хич ги няма в това отношение,0,0,I don't have them at all in this regard.
на тоя сами никоя не му връзва и се наложи да размрази месото,0,0,"This guy doesn't have any strings attached to him, so he had to unfreeze the meat."
при бременност просто се следи кръвотока към плода до колкото знам на всеки   седмици и като се изпише правилна терапия всичко може да мине безпроблемно,0,0,"In pregnancy, it simply monitors blood flow to the fetus as far as I know every week, and when proper therapy is given, everything can go smoothly."
освен това повече данни едва ли ще получим от тези изпитвания защото по време на изслушването в сащ fda не успя да убеди и файзър и модерна да не ваксинират хората от плацебо групите а те настояваха че това им е етично задължение и модерна вече е ваксинирала    от тях,0,0,"In addition, more data will hardly be obtained from these tests because during the hearing in our Fda failed to convince a firefighter and modern not to vaccinate the people of the placebo groups, and they insisted that this was an ethical obligation and modern had already vaccinated them."
дъщеря ми има едно невероятно парфюмче за      от росман много нежна и момичешка версия на хипнотичната отрова всеки път като е с него я питам на какво толкова хубаво мирише,0,0,"My daughter has an amazing rosman perfume very gentle and girlish version of hypnotic poison every time she's with him, I ask her what smells so good."
но да напълно прави сте че при този скапан сценарий и тази некадърна режисура голям процент от актьорите са си обречени,0,0,"But you're absolutely right that with this crappy script and this incompetent director, a large percentage of the actors are doomed."
ако каврук беше гледал със сигурност щеше да чуе звука на линейка или превозно средство идващо да вземе счупеното тяло на наре,0,0,"If he'd been watching, he'd surely hear the sound of an ambulance or a vehicle coming to pick up the broken body of a nare."
ще продължите да спите или ще се лишите от сън,0,0,"You will continue to sleep, or you will be deprived of sleep."
явно сте пропуснали,0,0,I guess you missed.
хей момичета поздрави от слънчева неделна софия  след малко грабвам дебелото и отиваме на скатано барче с голяма градина в едно паркче вчера я водих и беше луд купон с още две четириноги приятелчета,0,0,"Hey, girls, say hello from sunny Sunday Sofia after a while I grab the fat one and we're going to a big-garden stash bar in a park yesterday and it was a crazy party with two other four-legged fellas."
напротив тъкмо родителите са тези които със своите действия и изказвания стимулират враждебността мужду децата,0,0,"On the contrary, parents are the ones who, by their actions and speeches, stimulate hostility towards children."
не    не    а сто,0,0,Not a hundred.
референтните стойности трябва да ги пише на изследването,0,0,the reference values should write them on the study
само те предупреждавам че има доста намеци,0,0,"I'm just warning you, there's a lot of insinuations."
аз се чудех кога ли и мен ще ме заболи толкова но нищо не ме болеше,0,0,"I was wondering when it would hurt me so much, but nothing hurt."
тод също има специално място в историята на семейството на тейлър макар и по трагична причина,0,0,"Todd also has a special place in the history of Taylor's family, albeit for tragic reasons."
страхът по принцип не е нещо рационално,0,0,Fear isn't usually rational.
той звънчето удари само,0,0,He only rings the bell.
голяма гад е тоя седат,0,0,He's such a dick. He's a dick. He's a dick.
предлагах муда пробва с някоя бебешка чашка но не иска,0,0,"I was offering to try a baby cup, but she doesn't want to."
трябва да видя детето ще направим доплерова ехография и тогава мога да дам мнение,0,0,"I need to see the kid, we're gonna do a doppler echo, and then I can give an opinion."
пандемията каква връзка има,0,0,What does the pandemic have to do with it?
просто имаше надежда,0,0,There was just hope.
за глава какво мога и не мога да пия,0,0,About what I can and can't drink.
към шампоана ще взема и съответния балсам може би и маска,0,0,"I'll take the appropriate balm, maybe a mask."
дон корлеоне се занимаваше основно с алкохол,0,0,Don Corleone did mostly alcohol.
нещо подобно написа една моя  приятелка нама да слагам маска и да се мъча само за да пазя старите и недъгавите,0,0,"Something like this, a friend of mine wrote that I wouldn't put on a mask and just try to keep the old and the handicapped."
домъчня ли им,0,0,Do they miss it?
бившият съпруг много рядко търсеше момчетата,0,0,The ex-husband rarely looked for the boys.
но предпочитам рога отколкото подгъзуване на чужди интереси,0,0,But I'd rather have horns than assholes of foreign interests.
все пак подбирам но по качество и се смея над тениски по         лева защото не са ми важни и ценни,0,0,"However, I choose but by quality and laugh over T-shirts in leva because they are not important and valuable to me"
винаги ме е учудвала позицията че това че има и други омазали се оправдава нашето омазване,0,0,I've always wondered the position that there are other smears is justified by our smearing.
какво е това серкан,0,0,What's with the sarcasm?
сега е контактен на двама положителни ще видим какво ще излезе,0,0,"Now he's in contact with two positives, we'll see what comes up."
много разчитах на корекцията но тя нищо не направи единствено подобри храненето от бутилка което до този момент минаваше час,0,0,"I was really counting on the correction, but she didn't do anything but improve the diet from a bottle, which up until now was over an hour."
те нямат обективна картина нито на вътрешния си свят да сме по темата нито на външния,0,0,They don't have an objective picture of either our inner world being on the subject or on the outside.
ако знаех че ще учат онлайн бих пратила и детето,0,0,"If I knew they were gonna study online, I'd send the kid, too."
на теория е така на практика проблема е че мъжа на кайсия и тя са на диаметрално противоположно мнение за това какви ще са им отношенията в  разширеното им семейство,0,0,In theory it is so practically the problem is that the man of apricot and she are of diametric opposite opinion of what their relationship will be in their extended family
ако да речем началото на м,0,0,If we say the beginning of m
някакъв боклук беше изкарала животинката от дълбокото под дивана,0,0,Some piece of shit had dragged the animal out of the bottom of the couch.
след края на дарси и стейси за малко пуснаха новия епизод на    дни после се размислиха и пуснаха първи епизод от осми сезон,0,0,"After the end of the Darcy and Stacy for a while, they released the new episode of days, and then they changed their minds and released the first episode of season eight."
добре тогава виновен да е героят на китодар да го арестуват да го осъдят по бързата процедура и да получи доживотна присъда,0,0,"Well, then he's guilty of being the hero of a whaler to be arrested to be convicted of the speedy procedure and to get a life sentence."
искам да съм котка,0,0,I want to be a cat.
ама вие сериозно ли ахахахах за толкова тъпи ли ни смятате,0,0,But are you serious? Do you think we're that stupid?
печелим трайно твърдия електорат,0,0,We win the permanent hard electorate.
някой да е пробвал или да е запознат,0,0,Anybody try or know anything about it?
толкова див и пуст не знам дали ще го видя отново cdn,0,0,So wild and empty I don't know if I'll ever see him again cdn
сутринта след това е възхитителна малка сцена на домашен уют докато санджар готви за мави която се е успала само за да бъде последвана от сърдечно сбогуване,0,0,The morning after is a delightful little scene of home-like coziness while a sangjar cooks for mavs that has overslept just to be followed by a heartfelt goodbye
ама това с отказания секс се пропука,0,0,But the sex-desired thing broke.
вторият изправяш се защитаваш се с аргументи спираш да помагаш на свекървата а през това време си действаш по бизнеса и спираш да поемаш ролята на двама родители мъжът ти да си върши половината образно казано задължения по децата,0,0,"The second you stand up for yourself with arguments, you stop helping your mother-in-law, and in the meantime, you're doing business and you stop taking on the role of two parents, and your husband is doing half of his figuratively speaking duties on children."
защо еда го е лишила от радостта да бъде баща,0,0,Why did she deprive him of the joy of being a father?
и накрая на жените им дай да обсъждат бельо обувки и чанти,0,0,"And finally, let the women discuss underwear shoes and bags."
даже и лед нямам,0,0,I don't even have ice.
години бях в депресия сега съм си ок свикнала съм с всичко подредила съм си живота и отстрани изглежда идилия,0,0,For years I've been depressed now I'm okay I'm used to everything I've arranged my life and it seems idyllic
а и не чувам да съобщават за зелени коридири белким някой се реши да иде,0,0,And I don't hear any report of green bulldoves. Someone decided to go.
 скоро до,0,0,"(see Annex I to Implementing Regulation (EU) No 540/2011 of the European Parliament and of the Council) No 540/2011 of the European Parliament and of the Council (see Annex I to Commission Implementing Regulation (EU) No 540/2011 of the European Parliament and of the Council) No 540/2011 of the European Parliament and of the Council (see Annex I to Regulation (EC) No 1107/2009 of the European Parliament and of the Council) No 540/2011 of the European Parliament and of the Council (OJ L 298, 26.10.2012, p. 1)."
докато масата или държавата не узрее да осъзнае че номерът не става с  разумна граница на мерки а с достатъчни такива ще си играем на отваряне затваряне и прочие ластици,0,0,Until the mass or state is ripe enough to realize that the number does not happen with a reasonable limit of measures but with enough of these we will play to open the closing and other elastic bands
ако е безсрочен на практика е невъзможно да те освободят по член по който ще можеш да отидеш на борсата,0,0,"If it's timeless, it's virtually impossible for you to be released by a member you can go to the stock exchange."
не са лъжица за всяка уста,0,0,Not a spoon for every mouth.
това за агнето е много грозен според мен майтап по повод гергьовден,0,0,"This lamb is a very ugly joke, I think, about a gergious day."
иначе сравнява еквивалентни събития и личности,0,0,otherwise compare equivalent events and personalities
в град далас джон кенеди беше убит докато президентският кортеж пътуваше по улиците,0,0,in a city called Dallas John Kennedy was killed while the presidential motorcade was traveling on the streets.
много благодаря за подробните съвети,0,0,Thank you very much for the detailed advice.
макар и поразен от категоричния отговор на maви санджар отказва да приеме „не” за отговор и отлага разговора,0,0,Although struck by the adamant response of mavi sanghar refuses to take no for an answer and postpones the conversation
танита няма да се пука балон просто ще се обезценяват парите и няма значение как са сложени,0,0,Tanita won't pop a balloon just gonna devalue the money and no matter how it's placed
сутрин  разтягане или йогане мисля че диетата ми е здравословна но аз я изпълнявам вече няколко години и не мисля че е чак толкова зле,0,0,"in the morning stretching or yoga, I think my diet is healthy, but I've been doing it for a few years now, and I don't think it's that bad."
моля пуснете нова тема,0,0,Please play a new topic
като не искаш да се вижда запази този фотос за личния албум пък щракни и публикувай снимка на която сте насаме,0,0,"If you don't want to see it, keep this photo for your personal album and click and post a photo of you alone."
обаче е готин и ако се сбъдне,0,0,"But he's cool, and if it comes true,"
явно повечето ако слагат маска е в училище ако там не слагат и никой не им прави забележка е проблем,0,0,"I guess most if they put on a mask, it's in school if they don't, and no one's making a note of it is a problem."
наистина страхотна кутия отново са направили,0,0,It's a really great box they've made again.
но си заслужава,0,0,But it's worth it.
а секс имало ли е,0,0,And did there ever have sex?
